# Korg.jl Reference Spectrum - Arcturus-like (Cool Giant) (Continuum-only)
# Generated: 2025-10-05 14:04:45
# Parameters: Teff=4250.0K, logg=1.4, [M/H]=-0.5
# Synthesis time: 0.65 seconds
# Wavelength range: 5000.0-5020.0 Å (2001 points)
# Line list: 0 lines (continuum only)
#
# Wavelength(Å)    Flux              Continuum         NormalizedFlux
     5003.8100      1.639526e+14      1.639526e+14      1.000000
     5003.8200      1.639522e+14      1.639522e+14      1.000000
     5003.8300      1.639518e+14      1.639518e+14      1.000000
     5003.8400      1.639513e+14      1.639513e+14      1.000000
     5003.8500      1.639509e+14      1.639509e+14      1.000000
     5003.8600      1.639505e+14      1.639505e+14      1.000000
     5003.8700      1.639501e+14      1.639501e+14      1.000000
     5003.8800      1.639497e+14      1.639497e+14      1.000000
     5003.8900      1.639493e+14      1.639493e+14      1.000000
     5003.9000      1.639489e+14      1.639489e+14      1.000000
     5003.9100      1.639485e+14      1.639485e+14      1.000000
     5003.9200      1.639481e+14      1.639481e+14      1.000000
     5003.9300      1.639477e+14      1.639477e+14      1.000000
     5003.9400      1.639473e+14      1.639473e+14      1.000000
     5003.9500      1.639469e+14      1.639469e+14      1.000000
     5003.9600      1.639465e+14      1.639465e+14      1.000000
     5003.9700      1.639461e+14      1.639461e+14      1.000000
     5003.9800      1.639457e+14      1.639457e+14      1.000000
     5003.9900      1.639453e+14      1.639453e+14      1.000000
     5004.0000      1.639449e+14      1.639449e+14      1.000000
     5004.0100      1.639441e+14      1.639441e+14      1.000000
     5004.0200      1.639434e+14      1.639434e+14      1.000000
     5004.0300      1.639426e+14      1.639426e+14      1.000000
     5004.0400      1.639418e+14      1.639418e+14      1.000000
     5004.0500      1.639411e+14      1.639411e+14      1.000000
     5004.0600      1.639403e+14      1.639403e+14      1.000000
     5004.0700      1.639395e+14      1.639395e+14      1.000000
     5004.0800      1.639388e+14      1.639388e+14      1.000000
     5004.0900      1.639380e+14      1.639380e+14      1.000000
     5004.1000      1.639372e+14      1.639372e+14      1.000000
     5004.1100      1.639365e+14      1.639365e+14      1.000000
     5004.1200      1.639357e+14      1.639357e+14      1.000000
     5004.1300      1.639349e+14      1.639349e+14      1.000000
     5004.1400      1.639342e+14      1.639342e+14      1.000000
     5004.1500      1.639334e+14      1.639334e+14      1.000000
     5004.1600      1.639326e+14      1.639326e+14      1.000000
     5004.1700      1.639319e+14      1.639319e+14      1.000000
     5004.1800      1.639311e+14      1.639311e+14      1.000000
     5004.1900      1.639303e+14      1.639303e+14      1.000000
     5004.2000      1.639296e+14      1.639296e+14      1.000000
     5004.2100      1.639288e+14      1.639288e+14      1.000000
     5004.2200      1.639280e+14      1.639280e+14      1.000000
     5004.2300      1.639273e+14      1.639273e+14      1.000000
     5004.2400      1.639265e+14      1.639265e+14      1.000000
     5004.2500      1.639257e+14      1.639257e+14      1.000000
     5004.2600      1.639250e+14      1.639250e+14      1.000000
     5004.2700      1.639242e+14      1.639242e+14      1.000000
     5004.2800      1.639234e+14      1.639234e+14      1.000000
     5004.2900      1.639227e+14      1.639227e+14      1.000000
     5004.3000      1.639219e+14      1.639219e+14      1.000000
     5004.3100      1.639211e+14      1.639211e+14      1.000000
     5004.3200      1.639204e+14      1.639204e+14      1.000000
     5004.3300      1.639196e+14      1.639196e+14      1.000000
     5004.3400      1.639188e+14      1.639188e+14      1.000000
     5004.3500      1.639181e+14      1.639181e+14      1.000000
     5004.3600      1.639173e+14      1.639173e+14      1.000000
     5004.3700      1.639165e+14      1.639165e+14      1.000000
     5004.3800      1.639158e+14      1.639158e+14      1.000000
     5004.3900      1.639150e+14      1.639150e+14      1.000000
     5004.4000      1.639142e+14      1.639142e+14      1.000000
     5004.4100      1.639135e+14      1.639135e+14      1.000000
     5004.4200      1.639127e+14      1.639127e+14      1.000000
     5004.4300      1.639119e+14      1.639119e+14      1.000000
     5004.4400      1.639112e+14      1.639112e+14      1.000000
     5004.4500      1.639104e+14      1.639104e+14      1.000000
     5004.4600      1.639096e+14      1.639096e+14      1.000000
     5004.4700      1.639089e+14      1.639089e+14      1.000000
     5004.4800      1.639081e+14      1.639081e+14      1.000000
     5004.4900      1.639073e+14      1.639073e+14      1.000000
     5004.5000      1.639066e+14      1.639066e+14      1.000000
     5004.5100      1.639058e+14      1.639058e+14      1.000000
     5004.5200      1.639050e+14      1.639050e+14      1.000000
     5004.5300      1.639043e+14      1.639043e+14      1.000000
     5004.5400      1.639035e+14      1.639035e+14      1.000000
     5004.5500      1.639027e+14      1.639027e+14      1.000000
     5004.5600      1.639020e+14      1.639020e+14      1.000000
     5004.5700      1.639012e+14      1.639012e+14      1.000000
     5004.5800      1.639004e+14      1.639004e+14      1.000000
     5004.5900      1.638997e+14      1.638997e+14      1.000000
