# Korg.jl Reference Spectrum - Metal-poor K Giant (Continuum-only)
# Generated: 2025-10-05 14:04:46
# Parameters: Teff=4500.0K, logg=1.5, [M/H]=-2.5
# Synthesis time: 0.11 seconds
# Wavelength range: 5000.0-5020.0 Å (2001 points)
# Line list: 0 lines (continuum only)
#
# Wavelength(Å)    Flux              Continuum         NormalizedFlux
     5004.4900      1.805379e+14      1.805379e+14      1.000000
     5004.5000      1.805385e+14      1.805385e+14      1.000000
     5004.5100      1.805391e+14      1.805391e+14      1.000000
     5004.5200      1.805397e+14      1.805397e+14      1.000000
     5004.5300      1.805403e+14      1.805403e+14      1.000000
     5004.5400      1.805409e+14      1.805409e+14      1.000000
     5004.5500      1.805415e+14      1.805415e+14      1.000000
     5004.5600      1.805422e+14      1.805422e+14      1.000000
     5004.5700      1.805428e+14      1.805428e+14      1.000000
     5004.5800      1.805434e+14      1.805434e+14      1.000000
     5004.5900      1.805440e+14      1.805440e+14      1.000000
     5004.6000      1.805446e+14      1.805446e+14      1.000000
     5004.6100      1.805452e+14      1.805452e+14      1.000000
     5004.6200      1.805458e+14      1.805458e+14      1.000000
     5004.6300      1.805464e+14      1.805464e+14      1.000000
     5004.6400      1.805471e+14      1.805471e+14      1.000000
     5004.6500      1.805477e+14      1.805477e+14      1.000000
     5004.6600      1.805483e+14      1.805483e+14      1.000000
