# Korg.jl Solar Spectrum - Simple Format
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux  Continuum(erg/s/cm²/Å)
 5018.2600      0.381492     1.047277e+15
 5018.2700      0.330387     1.047275e+15
 5018.2800      0.316307     1.047274e+15
 5018.2900      0.329808     1.047272e+15
 5018.3000      0.379940     1.047270e+15
 5018.3100      0.494426     1.047268e+15
 5018.3200      0.678489     1.047266e+15
 5018.3300      0.846111     1.047264e+15
 5018.3400      0.933126     1.047263e+15
 5018.3500      0.964960     1.047261e+15
 5018.3600      0.975955     1.047259e+15
 5018.3700      0.980647     1.047257e+15
 5018.3800      0.983052     1.047255e+15
 5018.3900      0.984190     1.047253e+15
 5018.4000      0.984356     1.047252e+15
 5018.4100      0.983637     1.047250e+15
 5018.4200      0.982010     1.047248e+15
 5018.4300      0.979521     1.047246e+15
 5018.4400      0.976484     1.047244e+15
 5018.4500      0.972909     1.047243e+15
 5018.4600      0.969452     1.047241e+15
 5018.4700      0.966734     1.047239e+15
 5018.4800      0.965242     1.047237e+15
 5018.4900      0.965238     1.047235e+15
 5018.5000      0.966748     1.047233e+15
 5018.5100      0.969529     1.047232e+15
 5018.5200      0.973133     1.047230e+15
 5018.5300      0.976955     1.047228e+15
 5018.5400      0.980493     1.047226e+15
 5018.5500      0.983470     1.047224e+15
 5018.5600      0.985760     1.047223e+15
 5018.5700      0.987347     1.047221e+15
 5018.5800      0.988356     1.047219e+15
 5018.5900      0.988929     1.047217e+15
 5018.6000      0.989195     1.047215e+15
 5018.6100      0.989252     1.047213e+15
 5018.6200      0.989170     1.047212e+15
 5018.6300      0.988989     1.047210e+15
 5018.6400      0.988735     1.047208e+15
 5018.6500      0.988425     1.047206e+15
 5018.6600      0.988052     1.047204e+15
 5018.6700      0.987625     1.047202e+15
 5018.6800      0.987141     1.047201e+15
 5018.6900      0.986596     1.047199e+15
 5018.7000      0.985983     1.047197e+15
 5018.7100      0.985296     1.047195e+15
 5018.7200      0.984523     1.047193e+15
 5018.7300      0.983652     1.047192e+15
 5018.7400      0.982667     1.047190e+15
 5018.7500      0.981549     1.047188e+15
 5018.7600      0.980326     1.047186e+15
 5018.7700      0.978862     1.047184e+15
 5018.7800      0.977170     1.047182e+15
 5018.7900      0.975070     1.047181e+15
 5018.8000      0.972745     1.047179e+15
 5018.8100      0.969989     1.047177e+15
 5018.8200      0.966687     1.047175e+15
 5018.8300      0.962679     1.047173e+15
 5018.8400      0.957727     1.047172e+15
 5018.8500      0.951425     1.047170e+15
 5018.8600      0.943524     1.047168e+15
 5018.8700      0.933157     1.047166e+15
 5018.8800      0.918746     1.047164e+15
 5018.8900      0.897455     1.047162e+15
 5018.9000      0.862060     1.047161e+15
 5018.9100      0.789190     1.047159e+15
 5018.9200      0.638474     1.047157e+15
 5018.9300      0.440608     1.047155e+15
 5018.9400      0.313224     1.047153e+15
 5018.9500      0.254774     1.047152e+15
 5018.9600      0.225996     1.047150e+15
 5018.9700      0.213090     1.047148e+15
 5018.9800      0.212426     1.047146e+15
 5018.9900      0.223809     1.047144e+15
 5019.0000      0.250149     1.047142e+15
 5019.0100      0.302477     1.047141e+15
 5019.0200      0.412623     1.047139e+15
 5019.0300      0.588102     1.047137e+15
 5019.0400      0.719564     1.047135e+15
 5019.0500      0.762880     1.047133e+15
 5019.0600      0.762578     1.047131e+15
 5019.0700      0.752715     1.047130e+15
 5019.0800      0.747258     1.047128e+15
 5019.0900      0.751529     1.047126e+15
 5019.1000      0.767456     1.047124e+15
 5019.1100      0.794256     1.047122e+15
 5019.1200      0.827203     1.047120e+15
 5019.1300      0.857373     1.047118e+15
 5019.1400      0.874367     1.047117e+15
 5019.1500      0.873253     1.047115e+15
 5019.1600      0.859260     1.047113e+15
 5019.1700      0.844548     1.047111e+15
 5019.1800      0.840440     1.047109e+15
 5019.1900      0.852001     1.047107e+15
 5019.2000      0.877021     1.047106e+15
 5019.2100      0.907672     1.047104e+15
 5019.2200      0.935446     1.047102e+15
 5019.2300      0.955136     1.047100e+15
 5019.2400      0.966365     1.047098e+15
 5019.2500      0.971597     1.047096e+15
 5019.2600      0.973582     1.047094e+15
 5019.2700      0.974130     1.047093e+15
 5019.2800      0.974120     1.047091e+15
 5019.2900      0.973891     1.047089e+15
 5019.3000      0.973468     1.047087e+15
 5019.3100      0.973021     1.047085e+15
 5019.3200      0.972491     1.047083e+15
 5019.3300      0.971873     1.047082e+15
 5019.3400      0.971155     1.047080e+15
 5019.3500      0.970293     1.047078e+15
 5019.3600      0.969071     1.047076e+15
 5019.3700      0.966631     1.047074e+15
 5019.3800      0.960448     1.047072e+15
 5019.3900      0.945748     1.047071e+15
 5019.4000      0.918721     1.047069e+15
 5019.4100      0.884114     1.047067e+15
 5019.4200      0.857060     1.047065e+15
 5019.4300      0.852182     1.047063e+15
 5019.4400      0.871411     1.047061e+15
 5019.4500      0.902521     1.047059e+15
 5019.4600      0.929059     1.047058e+15
 5019.4700      0.943225     1.047056e+15
 5019.4800      0.947446     1.047054e+15
 5019.4900      0.946635     1.047052e+15
 5019.5000      0.943606     1.047050e+15
 5019.5100      0.938693     1.047048e+15
 5019.5200      0.930784     1.047047e+15
 5019.5300      0.918568     1.047045e+15
 5019.5400      0.903156     1.047043e+15
 5019.5500      0.888903     1.047041e+15
 5019.5600      0.880910     1.047039e+15
 5019.5700      0.880049     1.047037e+15
 5019.5800      0.882038     1.047036e+15
 5019.5900      0.880910     1.047034e+15
 5019.6000      0.872457     1.047032e+15
 5019.6100      0.853469     1.047030e+15
 5019.6200      0.812035     1.047028e+15
 5019.6300      0.719158     1.047026e+15
 5019.6400      0.561058     1.047024e+15
 5019.6500      0.408072     1.047023e+15
 5019.6600      0.322429     1.047021e+15
 5019.6700      0.284751     1.047019e+15
 5019.6800      0.272747     1.047017e+15
 5019.6900      0.279763     1.047015e+15
 5019.7000      0.309082     1.047013e+15
 5019.7100      0.374338     1.047012e+15
 5019.7200      0.481274     1.047010e+15
 5019.7300      0.569873     1.047008e+15
 5019.7400      0.587798     1.047006e+15
 5019.7500      0.558944     1.047004e+15
 5019.7600      0.500088     1.047002e+15
 5019.7700      0.400979     1.047001e+15
 5019.7800      0.292908     1.046999e+15
 5019.7900      0.221137     1.046997e+15
 5019.8000      0.177665     1.046995e+15
 5019.8100      0.150964     1.046993e+15
 5019.8200      0.136063     1.046991e+15
 5019.8300      0.129479     1.046989e+15
 5019.8400      0.129246     1.046988e+15
 5019.8500      0.135293     1.046986e+15
 5019.8600      0.149450     1.046984e+15
 5019.8700      0.175149     1.046982e+15
 5019.8800      0.217282     1.046980e+15
 5019.8900      0.287234     1.046978e+15
 5019.9000      0.397485     1.046977e+15
 5019.9100      0.509188     1.046975e+15
 5019.9200      0.584173     1.046973e+15
 5019.9300      0.636213     1.046971e+15
 5019.9400      0.677794     1.046969e+15
 5019.9500      0.712293     1.046967e+15
 5019.9600      0.740228     1.046965e+15
 5019.9700      0.760165     1.046964e+15
 5019.9800      0.767924     1.046962e+15
 5019.9900      0.763491     1.046960e+15
 5020.0000      0.755235     1.046958e+15
 5020.0100      0.756631     1.046956e+15
 5020.0200      0.775949     1.046954e+15
 5020.0300      0.809951     1.046952e+15
 5020.0400      0.846435     1.046951e+15
 5020.0500      0.874990     1.046949e+15
 5020.0600      0.893310     1.046947e+15
 5020.0700      0.904743     1.046945e+15
 5020.0800      0.912815     1.046943e+15
 5020.0900      0.919248     1.046941e+15
 5020.1000      0.924725     1.046939e+15
 5020.1100      0.929616     1.046937e+15
 5020.1200      0.933958     1.046936e+15
 5020.1300      0.937742     1.046934e+15
 5020.1400      0.940791     1.046932e+15
 5020.1500      0.942627     1.046930e+15
 5020.1600      0.942584     1.046928e+15
 5020.1700      0.940566     1.046926e+15
 5020.1800      0.937954     1.046924e+15
 5020.1900      0.937208     1.046922e+15
 5020.2000      0.939435     1.046921e+15
 5020.2100      0.942991     1.046919e+15
 5020.2200      0.944984     1.046917e+15
 5020.2300      0.944043     1.046915e+15
 5020.2400      0.940952     1.046913e+15
 5020.2500      0.939125     1.046911e+15
 5020.2600      0.940730     1.046909e+15
 5020.2700      0.945894     1.046907e+15
 5020.2800      0.953346     1.046906e+15
 5020.2900      0.960429     1.046904e+15
 5020.3000      0.966105     1.046902e+15
 5020.3100      0.969995     1.046900e+15
 5020.3200      0.972619     1.046898e+15
 5020.3300      0.974417     1.046896e+15
 5020.3400      0.975796     1.046894e+15
 5020.3500      0.976931     1.046892e+15
 5020.3600      0.977887     1.046891e+15
 5020.3700      0.978725     1.046889e+15
 5020.3800      0.979464     1.046887e+15
 5020.3900      0.980113     1.046885e+15
 5020.4000      0.980675     1.046883e+15
 5020.4100      0.981140     1.046881e+15
 5020.4200      0.981483     1.046879e+15
 5020.4300      0.981531     1.046877e+15
 5020.4400      0.981315     1.046876e+15
 5020.4500      0.980250     1.046874e+15
 5020.4600      0.976874     1.046872e+15
 5020.4700      0.967807     1.046870e+15
 5020.4800      0.948055     1.046868e+15
 5020.4900      0.915666     1.046866e+15
 5020.5000      0.878176     1.046864e+15
 5020.5100      0.851427     1.046862e+15
 5020.5200      0.845174     1.046860e+15
 5020.5300      0.850939     1.046859e+15
 5020.5400      0.843060     1.046857e+15
 5020.5500      0.804171     1.046855e+15
 5020.5600      0.752942     1.046853e+15
 5020.5700      0.724612     1.046851e+15
 5020.5800      0.739531     1.046849e+15
 5020.5900      0.795554     1.046847e+15
 5020.6000      0.869215     1.046845e+15
 5020.6100      0.928328     1.046844e+15
 5020.6200      0.957026     1.046842e+15
 5020.6300      0.962421     1.046840e+15
 5020.6400      0.959629     1.046838e+15
 5020.6500      0.959659     1.046836e+15
 5020.6600      0.965751     1.046834e+15
 5020.6700      0.975026     1.046832e+15
 5020.6800      0.983031     1.046830e+15
 5020.6900      0.987867     1.046829e+15
 5020.7000      0.990115     1.046827e+15
 5020.7100      0.991054     1.046825e+15
 5020.7200      0.991596     1.046823e+15
 5020.7300      0.991871     1.046821e+15
 5020.7400      0.992092     1.046819e+15
 5020.7500      0.992287     1.046817e+15
 5020.7600      0.992323     1.046815e+15
 5020.7700      0.992438     1.046814e+15
 5020.7800      0.992526     1.046812e+15
 5020.7900      0.992538     1.046810e+15
 5020.8000      0.992287     1.046808e+15
 5020.8100      0.991175     1.046806e+15
 5020.8200      0.987839     1.046804e+15
 5020.8300      0.980376     1.046802e+15
 5020.8400      0.968344     1.046800e+15
 5020.8500      0.955093     1.046799e+15
 5020.8600      0.947091     1.046797e+15
 5020.8700      0.949016     1.046795e+15
 5020.8800      0.959746     1.046793e+15
 5020.8900      0.973308     1.046791e+15
 5020.9000      0.983922     1.046789e+15
 5020.9100      0.989768     1.046787e+15
 5020.9200      0.992147     1.046785e+15
 5020.9300      0.992864     1.046783e+15
 5020.9400      0.992975     1.046782e+15
 5020.9500      0.992865     1.046780e+15
 5020.9600      0.992619     1.046778e+15
 5020.9700      0.992195     1.046776e+15
 5020.9800      0.991475     1.046774e+15
 5020.9900      0.989588     1.046772e+15
 5021.0000      0.983882     1.046770e+15
 5021.0100      0.966557     1.046768e+15
 5021.0200      0.923224     1.046767e+15
 5021.0300      0.845025     1.046765e+15
 5021.0400      0.750958     1.046763e+15
 5021.0500      0.679698     1.046761e+15
 5021.0600      0.657852     1.046759e+15
 5021.0700      0.690011     1.046757e+15
 5021.0800      0.760065     1.046755e+15
 5021.0900      0.819169     1.046753e+15
 5021.1000      0.811386     1.046751e+15
 5021.1100      0.740289     1.046749e+15
 5021.1200      0.665285     1.046747e+15
 5021.1300      0.633009     1.046745e+15
 5021.1400      0.657331     1.046744e+15
 5021.1500      0.733514     1.046742e+15
 5021.1600      0.834565     1.046740e+15
 5021.1700      0.918623     1.046738e+15
 5021.1800      0.964680     1.046736e+15
 5021.1900      0.982341     1.046734e+15
 5021.2000      0.987368     1.046732e+15
 5021.2100      0.987843     1.046730e+15
 5021.2200      0.985786     1.046728e+15
 5021.2300      0.981593     1.046726e+15
 5021.2400      0.976000     1.046724e+15
 5021.2500      0.969524     1.046723e+15
 5021.2600      0.962071     1.046721e+15
 5021.2700      0.953393     1.046719e+15
 5021.2800      0.944986     1.046717e+15
 5021.2900      0.940159     1.046715e+15
 5021.3000      0.939431     1.046713e+15
 5021.3100      0.937058     1.046711e+15
 5021.3200      0.922675     1.046709e+15
 5021.3300      0.888906     1.046707e+15
 5021.3400      0.838614     1.046705e+15
 5021.3500      0.783083     1.046703e+15
 5021.3600      0.726081     1.046701e+15
 5021.3700      0.645445     1.046700e+15
 5021.3800      0.504202     1.046698e+15
 5021.3900      0.350647     1.046696e+15
 5021.4000      0.267213     1.046694e+15
 5021.4100      0.231892     1.046692e+15
 5021.4200      0.216879     1.046690e+15
 5021.4300      0.215154     1.046688e+15
 5021.4400      0.226163     1.046686e+15
 5021.4500      0.254487     1.046684e+15
 5021.4600      0.324470     1.046682e+15
 5021.4700      0.503121     1.046680e+15
 5021.4800      0.749632     1.046678e+15
 5021.4900      0.901945     1.046677e+15
 5021.5000      0.956637     1.046675e+15
 5021.5100      0.973365     1.046673e+15
 5021.5200      0.979935     1.046671e+15
 5021.5300      0.983630     1.046669e+15
 5021.5400      0.986028     1.046667e+15
 5021.5500      0.987839     1.046665e+15
 5021.5600      0.989236     1.046663e+15
 5021.5700      0.990353     1.046661e+15
 5021.5800      0.991232     1.046659e+15
 5021.5900      0.991945     1.046657e+15
 5021.6000      0.992530     1.046656e+15
 5021.6100      0.993014     1.046654e+15
 5021.6200      0.993417     1.046652e+15
 5021.6300      0.993815     1.046650e+15
 5021.6400      0.994093     1.046648e+15
 5021.6500      0.994322     1.046646e+15
 5021.6600      0.994509     1.046644e+15
 5021.6700      0.994657     1.046642e+15
 5021.6800      0.994769     1.046640e+15
 5021.6900      0.994847     1.046638e+15
 5021.7000      0.994890     1.046636e+15
 5021.7100      0.994896     1.046634e+15
 5021.7200      0.994864     1.046633e+15
 5021.7300      0.994788     1.046631e+15
 5021.7400      0.994661     1.046629e+15
 5021.7500      0.994471     1.046627e+15
 5021.7600      0.994198     1.046625e+15
 5021.7700      0.993817     1.046623e+15
 5021.7800      0.993298     1.046621e+15
 5021.7900      0.992561     1.046619e+15
 5021.8000      0.991472     1.046617e+15
 5021.8100      0.989727     1.046615e+15
 5021.8200      0.986560     1.046613e+15
 5021.8300      0.979389     1.046612e+15
 5021.8400      0.960785     1.046610e+15
 5021.8500      0.915056     1.046608e+15
 5021.8600      0.827221     1.046606e+15
 5021.8700      0.711308     1.046604e+15
 5021.8800      0.610974     1.046602e+15
 5021.8900      0.559536     1.046600e+15
 5021.9000      0.563991     1.046598e+15
 5021.9100      0.624198     1.046596e+15
 5021.9200      0.729837     1.046594e+15
 5021.9300      0.843791     1.046592e+15
 5021.9400      0.924456     1.046590e+15
 5021.9500      0.964314     1.046589e+15
 5021.9600      0.980005     1.046587e+15
 5021.9700      0.985899     1.046585e+15
 5021.9800      0.988359     1.046583e+15
 5021.9900      0.989246     1.046581e+15
 5022.0000      0.989042     1.046579e+15
 5022.0100      0.986665     1.046577e+15
 5022.0200      0.978720     1.046575e+15
