# Korg.jl Solar Spectrum
# Teff=5780 K, logg=4.44, [M/H]=0.0
# Wavelength(Å)  NormalizedFlux
 5011.3500      0.989284
 5011.3600      0.978325
 5011.3700      0.942682
 5011.3800      0.852255
 5011.3900      0.702782
 5011.4000      0.555591
 5011.4100      0.466424
 5011.4200      0.438726
 5011.4300      0.465288
 5011.4400      0.553088
 5011.4500      0.699298
 5011.4600      0.849139
 5011.4700      0.940477
 5011.4800      0.976487
 5011.4900      0.987214
 5011.5000      0.990109
 5011.5100      0.990599
 5011.5200      0.989367
 5011.5300      0.985197
 5011.5400      0.975426
 5011.5500      0.955595
 5011.5600      0.917916
 5011.5700      0.853476
 5011.5800      0.766838
 5011.5900      0.683418
 5011.6000      0.630838
 5011.6100      0.618861
 5011.6200      0.637093
 5011.6300      0.648144
 5011.6400      0.607635
 5011.6500      0.534420
 5011.6600      0.483535
 5011.6700      0.478031
 5011.6800      0.522996
 5011.6900      0.620538
 5011.7000      0.742973
 5011.7100      0.827740
 5011.7200      0.837153
 5011.7300      0.799104
 5011.7400      0.765017
 5011.7500      0.767136
 5011.7600      0.810359
 5011.7700      0.876537
 5011.7800      0.936148
 5011.7900      0.971924
 5011.8000      0.987246
 5011.8100      0.992444
 5011.8200      0.994162
 5011.8300      0.994925
 5011.8400      0.995394
 5011.8500      0.995745
 5011.8600      0.996027
 5011.8700      0.996242
 5011.8800      0.996420
 5011.8900      0.996565
 5011.9000      0.996684
 5011.9100      0.996782
 5011.9200      0.996862
 5011.9300      0.997114
 5011.9400      0.997148
 5011.9500      0.997173
 5011.9600      0.997188
 5011.9700      0.997194
 5011.9800      0.997191
 5011.9900      0.997180
 5012.0000      0.997161
 5012.0100      0.997133
 5012.0200      0.997096
 5012.0300      0.997050
 5012.0400      0.996995
 5012.0500      0.996929
 5012.0600      0.996851
 5012.0700      0.996761
 5012.0800      0.996656
 5012.0900      0.996535
 5012.1000      0.996394
 5012.1100      0.996232
 5012.1200      0.996044
 5012.1300      0.995825
 5012.1400      0.995568
 5012.1500      0.995134
 5012.1600      0.994758
 5012.1700      0.994307
 5012.1800      0.993761
 5012.1900      0.993090
 5012.2000      0.992250
 5012.2100      0.991173
 5012.2200      0.989558
 5012.2300      0.987644
 5012.2400      0.984900
 5012.2500      0.980590
 5012.2600      0.972384
 5012.2700      0.952611
 5012.2800      0.898224
 5012.2900      0.772483
 5012.3000      0.584755
 5012.3100      0.427269
 5012.3200      0.345150
 5012.3300      0.312743
 5012.3400      0.309568
 5012.3500      0.333817
 5012.3600      0.402171
 5012.3700      0.545261
 5012.3800      0.738992
 5012.3900      0.882509
 5012.4000      0.947038
 5012.4100      0.970132
 5012.4200      0.979155
 5012.4300      0.983922
 5012.4400      0.986836
 5012.4500      0.988927
 5012.4600      0.990380
 5012.4700      0.991499
 5012.4800      0.992365
 5012.4900      0.993043
 5012.5000      0.993719
 5012.5100      0.994147
 5012.5200      0.994498
 5012.5300      0.994788
 5012.5400      0.995028
 5012.5500      0.995228
 5012.5600      0.995394
 5012.5700      0.995533
 5012.5800      0.995649
 5012.5900      0.995744
 5012.6000      0.995823
 5012.6100      0.995886
 5012.6200      0.995936
 5012.6300      0.995974
 5012.6400      0.996002
 5012.6500      0.996021
 5012.6600      0.996030
 5012.6700      0.996032
 5012.6800      0.996027
 5012.6900      0.996014
 5012.7000      0.995995
 5012.7100      0.995970
 5012.7200      0.995938
 5012.7300      0.995961
 5012.7400      0.995960
 5012.7500      0.995854
 5012.7600      0.995796
 5012.7700      0.995733
 5012.7800      0.995664
 5012.7900      0.995589
 5012.8000      0.995508
 5012.8100      0.995545
 5012.8200      0.995447
 5012.8300      0.995343
 5012.8400      0.995233
 5012.8500      0.995116
 5012.8600      0.994992
 5012.8700      0.994861
 5012.8800      0.994722
 5012.8900      0.994575
 5012.9000      0.994419
 5012.9100      0.994254
 5012.9200      0.994078
 5012.9300      0.993893
 5012.9400      0.993696
 5012.9500      0.993487
 5012.9600      0.993264
 5012.9700      0.993028
 5012.9800      0.992777
 5012.9900      0.992476
 5013.0000      0.992030
 5013.0100      0.991577
 5013.0200      0.990495
 5013.0300      0.987379
 5013.0400      0.980894
 5013.0500      0.973244
 5013.0600      0.970563
 5013.0700      0.975161
 5013.0800      0.982027
 5013.0900      0.986105
 5013.1000      0.986975
 5013.1100      0.986278
 5013.1200      0.983586
 5013.1300      0.975427
 5013.1400      0.959389
 5013.1500      0.942119
 5013.1600      0.937619
 5013.1700      0.949360
 5013.1800      0.965314
 5013.1900      0.974478
 5013.2000      0.976705
 5013.2100      0.975898
 5013.2200      0.974195
 5013.2300      0.972138
 5013.2400      0.969782
 5013.2500      0.967090
 5013.2600      0.964002
 5013.2700      0.960438
 5013.2800      0.956297
 5013.2900      0.951466
 5013.3000      0.945736
 5013.3100      0.938900
 5013.3200      0.930654
 5013.3300      0.920556
 5013.3400      0.907811
 5013.3500      0.892090
 5013.3600      0.871834
 5013.3700      0.844141
 5013.3800      0.802102
 5013.3900      0.718343
 5013.4000      0.521170
 5013.4100      0.298564
 5013.4200      0.208251
 5013.4300      0.162319
 5013.4400      0.135884
 5013.4500      0.122366
 5013.4600      0.116771
 5013.4700      0.116437
 5013.4800      0.121192
 5013.4900      0.133348
 5013.5000      0.157602
 5013.5100      0.199931
 5013.5200      0.268274
 5013.5300      0.320391
 5013.5400      0.302939
 5013.5500      0.286439
 5013.5600      0.287894
 5013.5700      0.310893
 5013.5800      0.369927
 5013.5900      0.494881
 5013.6000      0.673168
 5013.6100      0.812648
 5013.6200      0.880720
 5013.6300      0.909766
 5013.6400      0.924501
 5013.6500      0.933955
 5013.6600      0.940706
 5013.6700      0.945692
 5013.6800      0.949387
 5013.6900      0.952050
 5013.7000      0.953734
 5013.7100      0.954440
 5013.7200      0.954131
 5013.7300      0.952638
 5013.7400      0.949448
 5013.7500      0.943588
 5013.7600      0.932615
 5013.7700      0.908296
 5013.7800      0.844022
 5013.7900      0.696465
 5013.8000      0.493045
 5013.8100      0.352258
 5013.8200      0.288496
 5013.8300      0.261224
 5013.8400      0.253474
 5013.8500      0.261681
 5013.8600      0.289767
 5013.8700      0.355625
 5013.8800      0.500682
 5013.8900      0.706214
 5013.9000      0.852739
 5013.9100      0.917042
 5013.9200      0.942630
 5013.9300      0.955355
 5013.9400      0.963158
 5013.9500      0.968434
 5013.9600      0.972185
 5013.9700      0.974971
 5013.9800      0.976991
 5013.9900      0.978353
 5014.0000      0.979065
 5014.0100      0.978919
 5014.0200      0.977335
 5014.0300      0.972020
 5014.0400      0.956751
 5014.0500      0.918881
 5014.0600      0.846329
 5014.0700      0.750233
 5014.0800      0.665548
 5014.0900      0.624675
 5014.1000      0.637836
 5014.1100      0.702301
 5014.1200      0.796511
 5014.1300      0.881528
 5014.1400      0.930640
 5014.1500      0.949659
 5014.1600      0.956919
 5014.1700      0.964006
 5014.1800      0.973019
 5014.1900      0.981316
 5014.2000      0.986987
 5014.2100      0.990054
 5014.2200      0.991451
 5014.2300      0.992267
 5014.2400      0.992792
 5014.2500      0.993190
 5014.2600      0.993514
 5014.2700      0.993897
 5014.2800      0.994113
 5014.2900      0.994304
 5014.3000      0.994472
 5014.3100      0.994622
 5014.3200      0.994755
 5014.3300      0.994874
 5014.3400      0.994979
 5014.3500      0.995071
 5014.3600      0.995152
 5014.3700      0.995222
 5014.3800      0.995281
 5014.3900      0.995330
 5014.4000      0.995368
 5014.4100      0.995396
 5014.4200      0.995412
 5014.4300      0.995418
 5014.4400      0.995410
 5014.4500      0.995389
 5014.4600      0.995353
 5014.4700      0.995300
 5014.4800      0.995227
 5014.4900      0.995131
 5014.5000      0.995008
 5014.5100      0.994851
 5014.5200      0.994653
 5014.5300      0.994277
 5014.5400      0.993914
 5014.5500      0.993483
 5014.5600      0.992934
 5014.5700      0.992204
 5014.5800      0.991111
 5014.5900      0.989720
 5014.6000      0.987030
 5014.6100      0.980481
 5014.6200      0.960613
 5014.6300      0.903450
 5014.6400      0.779374
 5014.6500      0.605996
 5014.6600      0.458541
 5014.6700      0.374670
 5014.6800      0.337673
 5014.6900      0.325649
 5014.7000      0.327316
 5014.7100      0.340828
 5014.7200      0.373753
 5014.7300      0.443703
 5014.7400      0.569147
 5014.7500      0.732033
 5014.7600      0.868133
 5014.7700      0.942957
 5014.7800      0.973556
 5014.7900      0.984510
 5014.8000      0.988656
 5014.8100      0.990546
 5014.8200      0.991770
 5014.8300      0.992540
 5014.8400      0.993081
 5014.8500      0.993462
 5014.8600      0.993790
 5014.8700      0.993877
 5014.8800      0.993786
 5014.8900      0.993459
 5014.9000      0.992550
 5014.9100      0.990407
 5014.9200      0.986543
 5014.9300      0.980977
 5014.9400      0.974757
 5014.9500      0.970094
 5014.9600      0.969177
 5014.9700      0.972266
 5014.9800      0.977773
 5014.9900      0.982900
 5015.0000      0.985866
 5015.0100      0.984636
 5015.0200      0.972764
 5015.0300      0.930313
 5015.0400      0.824001
 5015.0500      0.654641
 5015.0600      0.494990
 5015.0700      0.399022
 5015.0800      0.359265
 5015.0900      0.359468
 5015.1000      0.399240
 5015.1100      0.491947
 5015.1200      0.633851
 5015.1300      0.756085
 5015.1400      0.795363
 5015.1500      0.778419
 5015.1600      0.756159
 5015.1700      0.754776
 5015.1800      0.780202
 5015.1900      0.826471
 5015.2000      0.879513
 5015.2100      0.922616
 5015.2200      0.943850
 5015.2300      0.941060
 5015.2400      0.920467
 5015.2500      0.893023
 5015.2600      0.870986
 5015.2700      0.863451
 5015.2800      0.873562
 5015.2900      0.897856
 5015.3000      0.928150
 5015.3100      0.955592
 5015.3200      0.974864
 5015.3300      0.985671
 5015.3400      0.990586
 5015.3500      0.992308
 5015.3600      0.992506
 5015.3700      0.992318
 5015.3800      0.991982
 5015.3900      0.991505
 5015.4000      0.990959
 5015.4100      0.990332
 5015.4200      0.989606
 5015.4300      0.988760
 5015.4400      0.987761
 5015.4500      0.986563
 5015.4600      0.985118
 5015.4700      0.983344
 5015.4800      0.981072
 5015.4900      0.977957
 5015.5000      0.972874
 5015.5100      0.960557
 5015.5200      0.919339
 5015.5300      0.794110
 5015.5400      0.557193
 5015.5500      0.347053
 5015.5600      0.256910
 5015.5700      0.223368
 5015.5800      0.210080
 5015.5900      0.209755
 5015.6000      0.221354
 5015.6100      0.245536
 5015.6200      0.277259
 5015.6300      0.281876
 5015.6400      0.244845
 5015.6500      0.210380
 5015.6600      0.189423
 5015.6700      0.179805
 5015.6800      0.180107
 5015.6900      0.190445
 5015.7000      0.212855
 5015.7100      0.255086
 5015.7200      0.360391
 5015.7300      0.600860
 5015.7400      0.820308
 5015.7500      0.913114
 5015.7600      0.943741
 5015.7700      0.956704
 5015.7800      0.964298
 5015.7900      0.969470
 5015.8000      0.973239
 5015.8100      0.976266
 5015.8200      0.978536
 5015.8300      0.980294
 5015.8400      0.981687
 5015.8500      0.982863
 5015.8600      0.983742
 5015.8700      0.984502
 5015.8800      0.985040
 5015.8900      0.985450
 5015.9000      0.985749
 5015.9100      0.985951
 5015.9200      0.985992
 5015.9300      0.986002
 5015.9400      0.985909
 5015.9500      0.985624
 5015.9600      0.984788
 5015.9700      0.982329
 5015.9800      0.976099
 5015.9900      0.963903
 5016.0000      0.946775
 5016.0100      0.931232
 5016.0200      0.925710
 5016.0300      0.933262
 5016.0400      0.948789
 5016.0500      0.963632
 5016.0600      0.972694
 5016.0700      0.976156
 5016.0800      0.976427
 5016.0900      0.975352
 5016.1000      0.973728
 5016.1100      0.971777
 5016.1200      0.969515
 5016.1300      0.966954
 5016.1400      0.963916
 5016.1500      0.960380
 5016.1600      0.956237
 5016.1700      0.951476
 5016.1800      0.945644
 5016.1900      0.938626
 5016.2000      0.930105
 5016.2100      0.919439
 5016.2200      0.906202
 5016.2300      0.889573
 5016.2400      0.867568
 5016.2500      0.837194
 5016.2600      0.792665
 5016.2700      0.718140
 5016.2800      0.584473
 5016.2900      0.415817
 5016.3000      0.301262
 5016.3100      0.243807
 5016.3200      0.212608
 5016.3300      0.195727
 5016.3400      0.189740
 5016.3500      0.193715
 5016.3600      0.208256
 5016.3700      0.236075
 5016.3800      0.286469
 5016.3900      0.386850
 5016.4000      0.550833
 5016.4100      0.696966
 5016.4200      0.781190
 5016.4300      0.829949
 5016.4400      0.862578
 5016.4500      0.886020
 5016.4600      0.903591
 5016.4700      0.917434
 5016.4800      0.928541
 5016.4900      0.937488
 5016.5000      0.944818
 5016.5100      0.950902
 5016.5200      0.956009
 5016.5300      0.960333
 5016.5400      0.964024
 5016.5500      0.967196
 5016.5600      0.969937
 5016.5700      0.972317
 5016.5800      0.974389
 5016.5900      0.976193
 5016.6000      0.977762
 5016.6100      0.979110
 5016.6200      0.980236
 5016.6300      0.981095
 5016.6400      0.981479
 5016.6500      0.980473
 5016.6600      0.975019
 5016.6700      0.957617
 5016.6800      0.917923
 5016.6900      0.855423
 5016.7000      0.790728
 5016.7100      0.753922
 5016.7200      0.761648
 5016.7300      0.810908
 5016.7400      0.879270
 5016.7500      0.936910
 5016.7600      0.969887
 5016.7700      0.983653
 5016.7800      0.988413
 5016.7900      0.990122
 5016.8000      0.990920
 5016.8100      0.991398
 5016.8200      0.991423
 5016.8300      0.990341
 5016.8400      0.987570
 5016.8500      0.984405
 5016.8600      0.983881
 5016.8700      0.986812
 5016.8800      0.990552
 5016.8900      0.992831
 5016.9000      0.993719
 5016.9100      0.994034
 5016.9200      0.994225
 5016.9300      0.994357
 5016.9400      0.994478
 5016.9500      0.994589
 5016.9600      0.994811
 5016.9700      0.994892
 5016.9800      0.994964
 5016.9900      0.995026
 5017.0000      0.995079
 5017.0100      0.995121
 5017.0200      0.995151
 5017.0300      0.995168
 5017.0400      0.995169
 5017.0500      0.995151
 5017.0600      0.995110
 5017.0700      0.995040
 5017.0800      0.994863
 5017.0900      0.994663
 5017.1000      0.994308
 5017.1100      0.993484
 5017.1200      0.991371
 5017.1300      0.986085
 5017.1400      0.975250
 5017.1500      0.958242
 5017.1600      0.938560
 5017.1700      0.922296
 5017.1800      0.913097
 5017.1900      0.911820
 5017.2000      0.918063
 5017.2100      0.930946
 5017.2200      0.948255
 5017.2300      0.965041
 5017.2400      0.978010
 5017.2500      0.986067
 5017.2600      0.990428
 5017.2700      0.992500
 5017.2800      0.993530
 5017.2900      0.994086
 5017.3000      0.994388
 5017.3100      0.994544
 5017.3200      0.994457
 5017.3300      0.994436
 5017.3400      0.994338
 5017.3500      0.994150
 5017.3600      0.993814
 5017.3700      0.993209
 5017.3800      0.991978
 5017.3900      0.989414
 5017.4000      0.984637
 5017.4100      0.977686
 5017.4200      0.970304
 5017.4300      0.966116
 5017.4400      0.967105
 5017.4500      0.972055
 5017.4600      0.977214
 5017.4700      0.979535
 5017.4800      0.976555
 5017.4900      0.960176
 5017.5000      0.901320
 5017.5100      0.744486
 5017.5200      0.506891
 5017.5300      0.335903
 5017.5400      0.266015
 5017.5500      0.239487
 5017.5600      0.232063
 5017.5700      0.239489
 5017.5800      0.266019
 5017.5900      0.335911
 5017.6000      0.506921
 5017.6100      0.744614
 5017.6200      0.901695
 5017.6300      0.961093
 5017.6400      0.978681
 5017.6500      0.984458
 5017.6600      0.987217
 5017.6700      0.988903
 5017.6800      0.990031
 5017.6900      0.990818
 5017.7000      0.991383
 5017.7100      0.991752
 5017.7200      0.991962
 5017.7300      0.992032
 5017.7400      0.991898
 5017.7500      0.991667
 5017.7600      0.991263
 5017.7700      0.990617
 5017.7800      0.989675
 5017.7900      0.988047
 5017.8000      0.985071
 5017.8100      0.978850
 5017.8200      0.963454
 5017.8300      0.925572
 5017.8400      0.849004
 5017.8500      0.738630
 5017.8600      0.633064
 5017.8700      0.570521
 5017.8800      0.563775
 5017.8900      0.613206
 5017.9000      0.711180
 5017.9100      0.824433
 5017.9200      0.911093
 5017.9300      0.957024
 5017.9400      0.976282
 5017.9500      0.983902
 5017.9600      0.987176
 5017.9700      0.988415
 5017.9800      0.987216
 5017.9900      0.982895
